species,condition,rhizotron,plant,leaf,date,height,Lenght of the leaf,Width of the leaf,Coef,area
sorghum,ww,14,R14,R14_1,11/11,"4,50","1,8","0,5","0,75","0,68"
sorghum,ww,14,R14,R14_1,13/11,"4,50","1,8","0,5","0,75","0,68"
sorghum,ww,14,R14,R14_1,15/11,"4,50","1,8","0,5","0,75","0,68"
sorghum,ww,14,R14,R14_2,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_2,30/10,"9,80","5,4","0,4","0,5","1,08"
sorghum,ww,14,R14,R14_2,01/11,"9,80",5,"0,3","0,75","1,13"
sorghum,ww,14,R14,R14_2,04/11,"9,80",5,"0,3","0,75","1,13"
sorghum,ww,14,R14,R14_2,06/11,"9,80",5,"0,3","0,75","1,13"
sorghum,ww,14,R14,R14_2,08/11,"9,80",5,"0,3","0,75","1,13"
sorghum,ww,14,R14,R14_2,11/11,"9,80",5,"0,3","0,75","1,13"
sorghum,ww,14,R14,R14_2,13/11,"9,80",5,"0,3","0,75","1,13"
sorghum,ww,14,R14,R14_2,15/11,"9,80",5,"0,3","0,75","1,13"
sorghum,ww,14,R14,R14_3,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_3,30/10,"15,80",0,0,0,"0,00"
sorghum,ww,14,R14,R14_3,01/11,"17,90",13,"0,45","0,5","2,93"
sorghum,ww,14,R14,R14_3,04/11,"15,50",13,"0,4","0,75","3,90"
sorghum,ww,14,R14,R14_3,06/11,"15,50",13,"0,4","0,75","3,90"
sorghum,ww,14,R14,R14_3,08/11,"15,50",13,"0,4","0,75","3,90"
sorghum,ww,14,R14,R14_3,11/11,"15,50",13,"0,4","0,75","3,90"
sorghum,ww,14,R14,R14_3,13/11,"15,50",13,"0,4","0,75","3,90"
sorghum,ww,14,R14,R14_3,15/11,"15,50",13,"0,4","0,75","3,90"
sorghum,ww,14,R14,R14_4,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_4,30/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_4,01/11,"12,70",0,0,0,"0,00"
sorghum,ww,14,R14,R14_4,04/11,"18,10",15,"0,7","0,5","5,25"
sorghum,ww,14,R14,R14_4,06/11,"19,60","17,5","0,8","0,75","10,50"
sorghum,ww,14,R14,R14_4,08/11,"19,60","17,5","0,8","0,75","10,50"
sorghum,ww,14,R14,R14_4,11/11,"19,60","17,5","0,8","0,75","10,50"
sorghum,ww,14,R14,R14_4,13/11,"19,60","17,5","0,8","0,75","10,50"
sorghum,ww,14,R14,R14_4,15/11,"19,60","17,5","0,8","0,75","10,50"
sorghum,ww,14,R14,R14_5,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_5,30/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_5,01/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_5,04/11,"9,00","4,2","0,5","0,5","1,05"
sorghum,ww,14,R14,R14_5,06/11,"16,50",11,"1,3","0,5","7,15"
sorghum,ww,14,R14,R14_5,08/11,"20,90","15,6","1,3","0,5","10,14"
sorghum,ww,14,R14,R14_5,11/11,"23,00",20,"1,35","0,75","20,25"
sorghum,ww,14,R14,R14_5,13/11,"23,00",20,"1,35","0,75","20,25"
sorghum,ww,14,R14,R14_5,15/11,"23,00",20,"1,35","0,75","20,25"
sorghum,ww,14,R14,R14_6,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_6,30/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_6,01/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_6,04/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_6,06/11,"6,10",0,0,0,"0,00"
sorghum,ww,14,R14,R14_6,08/11,"11,55","5,7","0,85","0,5","2,42"
sorghum,ww,14,R14,R14_6,11/11,"21,80","15,6","1,4","0,5","10,92"
sorghum,ww,14,R14,R14_6,13/11,"27,20","23,1","1,45","0,5","16,75"
sorghum,ww,14,R14,R14_6,15/11,"29,30","24,2","1,9","0,75","34,49"
sorghum,ww,14,R14,R14_7,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_7,30/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_7,01/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_7,04/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_7,06/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_7,08/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_7,11/11,"12,30","5,6","0,8","0,5","2,24"
sorghum,ww,14,R14,R14_7,13/11,"19,60","12,2","1,5","0,5","9,15"
sorghum,ww,14,R14,R14_7,15/11,"26,70","17,9","1,05","0,5","9,40"
sorghum,ww,14,R14,R14_8,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_8,30/10,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_8,01/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_8,04/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_8,06/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_8,08/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_8,11/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_8,13/11,"0,00",0,0,0,"0,00"
sorghum,ww,14,R14,R14_8,15/11,"14,70","4,3","0,55","0,5","1,18"
sorghum,ws,15,R15,R15_1,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_1,30/10,"5,30","2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_1,01/11,"5,30","2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_1,04/11,"5,30","2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_1,06/11,"5,30","2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_1,08/11,"5,30","2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_1,11/11,"5,30","2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_1,13/11,"5,30","2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_1,15/11,"5,30","2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_2,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_2,30/10,"12,00","6,7","0,5","0,5","1,68"
sorghum,ws,15,R15,R15_2,01/11,"12,00","6,7","0,5","0,75","2,51"
sorghum,ws,15,R15,R15_2,04/11,"12,00","6,7","0,5","0,75","2,51"
sorghum,ws,15,R15,R15_2,06/11,"12,00","6,7","0,5","0,75","2,51"
sorghum,ws,15,R15,R15_2,08/11,"12,00","6,7","0,5","0,75","2,51"
sorghum,ws,15,R15,R15_2,11/11,"12,00","6,7","0,5","0,75","2,51"
sorghum,ws,15,R15,R15_2,13/11,"12,00","6,7","0,5","0,75","2,51"
sorghum,ws,15,R15,R15_2,15/11,"12,00","6,7","0,5","0,75","2,51"
sorghum,ws,15,R15,R15_2',28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_2',30/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_2',01/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_2',04/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_2',06/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_2',08/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_2',11/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_2',13/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_2',15/11,"0,00","3,55","0,45","0,5","0,80"
sorghum,ws,15,R15,R15_3,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3,30/10,"18,60",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3,01/11,"20,60","15,2","0,65","0,5","4,94"
sorghum,ws,15,R15,R15_3,04/11,"17,50","15,2","0,7","0,75","7,98"
sorghum,ws,15,R15,R15_3,06/11,"17,50","15,2","0,7","0,75","7,98"
sorghum,ws,15,R15,R15_3,08/11,"17,50","15,2","0,7","0,75","7,98"
sorghum,ws,15,R15,R15_3,11/11,"17,50","15,2","0,7","0,75","7,98"
sorghum,ws,15,R15,R15_3,13/11,"17,50","15,2","0,7","0,75","7,98"
sorghum,ws,15,R15,R15_3,15/11,"17,50","15,2","0,7","0,75","7,98"
sorghum,ws,15,R15,R15_3',28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3',30/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3',01/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3',04/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3',06/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3',08/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3',11/11,"0,00","2,6","0,5","0,5","0,65"
sorghum,ws,15,R15,R15_3',13/11,"0,00","5,3","0,55","0,5","1,46"
sorghum,ws,15,R15,R15_3',15/11,"0,00","6,3","0,6","0,5","1,89"
sorghum,ws,15,R15,R15_3'',28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3'',30/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3'',01/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3'',04/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3'',06/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3'',08/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3'',11/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3'',13/11,"0,00","4,9","0,55","0,5","1,35"
sorghum,ws,15,R15,R15_3'',15/11,"0,00","7,1","0,8","0,5","2,84"
sorghum,ws,15,R15,R15_3''',28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3''',30/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3''',01/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3''',04/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3''',06/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3''',08/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3''',11/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3''',13/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_3''',15/11,"0,00","2,7","0,35","0,5","0,47"
sorghum,ws,15,R15,R15_4,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_4,30/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_4,01/11,"14,20",0,0,0,"0,00"
sorghum,ws,15,R15,R15_4,04/11,"20,40",16,"0,7","0,5","5,60"
sorghum,ws,15,R15,R15_4,06/11,"21,80","19,5","0,9","0,75","13,16"
sorghum,ws,15,R15,R15_4,08/11,"21,80","19,5","0,9","0,75","13,16"
sorghum,ws,15,R15,R15_4,11/11,"21,80","19,5","0,9","0,75","13,16"
sorghum,ws,15,R15,R15_4,13/11,"21,80","19,5","0,9","0,75","13,16"
sorghum,ws,15,R15,R15_4,15/11,"21,80","19,5","0,9","0,75","13,16"
sorghum,ws,15,R15,R15_5,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_5,30/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_5,01/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_5,04/11,"11,00","5,9","0,65","0,5","1,92"
sorghum,ws,15,R15,R15_5,06/11,"19,00","13,3","1,5","0,5","9,98"
sorghum,ws,15,R15,R15_5,08/11,"24,30","24,4","1,5","0,5","18,30"
sorghum,ws,15,R15,R15_5,11/11,"26,90",23,"1,9","0,75","32,78"
sorghum,ws,15,R15,R15_5,13/11,"26,90",23,"1,9","0,75","32,78"
sorghum,ws,15,R15,R15_5,15/11,"26,90",23,"1,9","0,75","32,78"
sorghum,ws,15,R15,R15_6,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_6,30/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_6,01/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_6,04/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_6,06/11,"8,55","2,9","0,4","0,5","0,58"
sorghum,ws,15,R15,R15_6,08/11,"15,60",10,"1,3","0,5","6,50"
sorghum,ws,15,R15,R15_6,11/11,"26,30","18,2","1,6","0,5","14,56"
sorghum,ws,15,R15,R15_6,13/11,"30,40","25,7","1,5","0,5","19,28"
sorghum,ws,15,R15,R15_6,15/11,"31,40","27,1","1,6","0,75","32,52"
sorghum,ws,15,R15,R15_7,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_7,30/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_7,01/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_7,04/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_7,06/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_7,08/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_7,11/11,"16,10","7,9","0,95","0,5","3,75"
sorghum,ws,15,R15,R15_7,13/11,"23,00","16,6","1,7","0,5","14,11"
sorghum,ws,15,R15,R15_7,15/11,"28,90","20,1","1,2","0,5","12,06"
sorghum,ws,15,R15,R15_8,28/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_8,30/10,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_8,01/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_8,04/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_8,06/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_8,08/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_8,11/11,"0,00",0,0,0,"0,00"
sorghum,ws,15,R15,R15_8,13/11,"10,90",0,0,0,"0,00"
sorghum,ws,15,R15,R15_8,15/11,"16,85","7,4","0,9","0,5","3,33"
sorghum,ww,16,R16,R16_1,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_1,30/10,"3,20","1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_1,01/11,"3,20","1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_1,04/11,"3,20","1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_1,06/11,"3,20","1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_1,08/11,"3,20","1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_1,11/11,"3,20","1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_1,13/11,"3,20","1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_1,15/11,"3,20","1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_2,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_2,30/10,"7,10","4,3","0,4","0,5","0,86"
sorghum,ww,16,R16,R16_2,01/11,"7,10","4,2","0,4","0,75","1,26"
sorghum,ww,16,R16,R16_2,04/11,"7,10","4,2","0,4","0,75","1,26"
sorghum,ww,16,R16,R16_2,06/11,"7,10","4,2","0,4","0,75","1,26"
sorghum,ww,16,R16,R16_2,08/11,"7,10","4,2","0,4","0,75","1,26"
sorghum,ww,16,R16,R16_2,11/11,"7,10","4,2","0,4","0,75","1,26"
sorghum,ww,16,R16,R16_2,13/11,"7,10","4,2","0,4","0,75","1,26"
sorghum,ww,16,R16,R16_2,15/11,"7,10","4,2","0,4","0,75","1,26"
sorghum,ww,16,R16,R16_3,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_3,30/10,"10,80",0,0,0,"0,00"
sorghum,ww,16,R16,R16_3,01/11,"11,80","7,8","0,4","0,5","1,56"
sorghum,ww,16,R16,R16_3,04/11,"8,50","7,6","0,5","0,75","2,85"
sorghum,ww,16,R16,R16_3,06/11,"8,50","7,6","0,5","0,75","2,85"
sorghum,ww,16,R16,R16_3,08/11,"8,50","7,6","0,5","0,75","2,85"
sorghum,ww,16,R16,R16_3,11/11,"8,50","7,6","0,5","0,75","2,85"
sorghum,ww,16,R16,R16_3,13/11,"8,50","7,6","0,5","0,75","2,85"
sorghum,ww,16,R16,R16_3,15/11,"8,50","7,6","0,5","0,75","2,85"
sorghum,ww,16,R16,R16_4,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_4,30/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_4,01/11,"9,30",0,0,0,"0,00"
sorghum,ww,16,R16,R16_4,04/11,"13,40",11,"0,4","0,5","2,20"
sorghum,ww,16,R16,R16_4,06/11,"13,20","11,4","0,6","0,75","5,13"
sorghum,ww,16,R16,R16_4,08/11,"13,20","11,4","0,6","0,75","5,13"
sorghum,ww,16,R16,R16_4,11/11,"13,20","11,4","0,6","0,75","5,13"
sorghum,ww,16,R16,R16_4,13/11,"13,20","11,4","0,6","0,75","5,13"
sorghum,ww,16,R16,R16_4,15/11,"13,20","11,4","0,6","0,75","5,13"
sorghum,ww,16,R16,R16_5,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_5,30/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_5,01/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_5,04/11,"7,50","4,4","0,4","0,5","0,88"
sorghum,ww,16,R16,R16_5,06/11,"14,90","11,2","0,9","0,5","5,04"
sorghum,ww,16,R16,R16_5,08/11,"18,9","16,6","0,95","0,75","11,83"
sorghum,ww,16,R16,R16_5,11/11,"18,9","16,6","0,95","0,75","11,83"
sorghum,ww,16,R16,R16_5,13/11,"18,9","16,6","0,95","0,75","11,83"
sorghum,ww,16,R16,R16_5,15/11,"18,9","16,6","0,95","0,75","11,83"
sorghum,ww,16,R16,R16_6,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_6,30/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_6,01/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_6,04/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_6,06/11,"6,90","2,5","0,3","0,5","0,38"
sorghum,ww,16,R16,R16_6,08/11,"13,1","7,7","0,9","0,5","3,47"
sorghum,ww,16,R16,R16_6,11/11,"23,50",17,"1,2","0,5","10,20"
sorghum,ww,16,R16,R16_6,13/11,"26,90","21,9","1,2","0,5","13,14"
sorghum,ww,16,R16,R16_6,15/11,"27,60",22,"1,2","0,75","19,80"
sorghum,ww,16,R16,R16_7,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_7,30/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_7,01/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_7,04/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_7,06/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_7,08/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_7,11/11,"14,10","6,4","0,85","0,5","2,72"
sorghum,ww,16,R16,R16_7,13/11,"22,70",15,"1,5","0,5","11,25"
sorghum,ww,16,R16,R16_7,15/11,"30,20","20,7","1,6","0,5","16,56"
sorghum,ww,16,R16,R16_8,28/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_8,30/10,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_8,01/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_8,04/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_8,06/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_8,08/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_8,11/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_8,13/11,"0,00",0,0,0,"0,00"
sorghum,ww,16,R16,R16_8,15/11,"16,90","6,3","0,9","0,5","2,84"
maize,ws,2,R2,R2_1,28/10,"8,60",5,"0,9","0,5","2,25"
maize,ws,2,R2,R2_1,30/10,"8,50","5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_1,01/11,"8,50","5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_1,04/11,"8,50","5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_1,06/11,"8,50","5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_1,08/11,"8,50","5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_1,11/11,"8,50","5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_1,13/11,"8,50","5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_1,15/11,"8,50","5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_2,28/10,"16,90",0,0,0,"0,00"
maize,ws,2,R2,R2_2,30/10,"22,00",16,1,"0,5","8,00"
maize,ws,2,R2,R2_2,01/11,"23,40",16,1,"0,75","12,00"
maize,ws,2,R2,R2_2,04/11,"23,40",16,1,"0,75","12,00"
maize,ws,2,R2,R2_2,06/11,"23,40",16,1,"0,75","12,00"
maize,ws,2,R2,R2_2,08/11,"23,40",16,1,"0,75","12,00"
maize,ws,2,R2,R2_2,11/11,"23,40",16,1,"0,75","12,00"
maize,ws,2,R2,R2_2,13/11,"23,40",16,1,"0,75","12,00"
maize,ws,2,R2,R2_2,15/11,"23,40",16,1,"0,75","12,00"
maize,ws,2,R2,R2_3,28/10,"9,30",0,0,0,"0,00"
maize,ws,2,R2,R2_3,30/10,"20,20",0,0,0,"0,00"
maize,ws,2,R2,R2_3,01/11,"31,40",0,0,0,"0,00"
maize,ws,2,R2,R2_3,04/11,"41,00",30,"1,5","0,75","33,75"
maize,ws,2,R2,R2_3,06/11,"41,00",30,"1,5","0,75","33,75"
maize,ws,2,R2,R2_3,08/11,"41,00",30,"1,5","0,75","33,75"
maize,ws,2,R2,R2_3,11/11,"41,00",30,"1,5","0,75","33,75"
maize,ws,2,R2,R2_3,13/11,"41,00",30,"1,5","0,75","33,75"
maize,ws,2,R2,R2_3,15/11,"41,00",30,"1,5","0,75","33,75"
maize,ws,2,R2,R2_4,28/10,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_4,30/10,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_4,01/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_4,04/11,"36,00",26,2,"0,5","26,00"
maize,ws,2,R2,R2_4,06/11,"42,30","32,2","2,4","0,5","38,64"
maize,ws,2,R2,R2_4,08/11,"59,10","30,6","1,9","0,75","43,61"
maize,ws,2,R2,R2_4,11/11,"59,10","30,6","1,9","0,75","43,61"
maize,ws,2,R2,R2_4,13/11,"59,10","30,6","1,9","0,75","43,61"
maize,ws,2,R2,R2_4,15/11,"59,10","30,6","1,9","0,75","43,61"
maize,ws,2,R2,R2_5,28/10,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_5,30/10,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_5,01/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_5,04/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_5,06/11,"30,40","10,5","1,9","0,5","9,98"
maize,ws,2,R2,R2_5,08/11,"33,20","44,4","2,3","0,5","51,06"
maize,ws,2,R2,R2_5,11/11,"62,90","34,1","3,4","0,5","57,97"
maize,ws,2,R2,R2_5,13/11,"73,00","46,8","3,3","0,5","77,22"
maize,ws,2,R2,R2_5,15/11,"77,50","54,1","3,3","0,5","89,27"
maize,ws,2,R2,R2_6,28/10,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_6,30/10,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_6,01/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_6,04/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_6,06/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_6,08/11,"21,50","21,6","2,8","0,5","30,24"
maize,ws,2,R2,R2_6,11/11,"41,50","13,6","2,3","0,5","15,64"
maize,ws,2,R2,R2_6,13/11,"52,00","25,2","3,6","0,5","45,36"
maize,ws,2,R2,R2_6,15/11,"60,20","31,2","3,85","0,5","60,06"
maize,ws,2,R2,R2_7,28/10,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_7,30/10,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_7,01/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_7,04/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_7,06/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_7,08/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_7,11/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_7,13/11,"0,00",0,0,0,"0,00"
maize,ws,2,R2,R2_7,15/11,"37,40","8,1","1,3","0,5","5,27"
maize,ww,3,R3,R3_1,28/10,"8,50","4,4","1,2","0,5","2,64"
maize,ww,3,R3,R3_1,30/10,"9,00",5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_1,01/11,"9,00",5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_1,04/11,"9,00",5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_1,06/11,"9,00",5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_1,08/11,"9,00",5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_1,11/11,"9,00",5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_1,13/11,"9,00",5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_1,15/11,"9,00",5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_2,28/10,"15,40",0,0,0,"0,00"
maize,ww,3,R3,R3_2,30/10,"23,10","15,5",1,"0,5","7,75"
maize,ww,3,R3,R3_2,01/11,"24,10","15,5","1,1","0,75","12,79"
maize,ww,3,R3,R3_2,04/11,"24,10","15,5","1,1","0,75","12,79"
maize,ww,3,R3,R3_2,06/11,"24,10","15,5","1,1","0,75","12,79"
maize,ww,3,R3,R3_2,08/11,"24,10","15,5","1,1","0,75","12,79"
maize,ww,3,R3,R3_2,11/11,"24,10","15,5","1,1","0,75","12,79"
maize,ww,3,R3,R3_2,13/11,"24,10","15,5","1,1","0,75","12,79"
maize,ww,3,R3,R3_2,15/11,"24,10","15,5","1,1","0,75","12,79"
maize,ww,3,R3,R3_3,28/10,"9,50",0,0,0,"0,00"
maize,ww,3,R3,R3_3,30/10,"22,40",0,0,0,"0,00"
maize,ww,3,R3,R3_3,01/11,"33,90",0,0,0,"0,00"
maize,ww,3,R3,R3_3,04/11,"43,00","32,2",1,"0,75","24,15"
maize,ww,3,R3,R3_3,06/11,"43,00","32,2",1,"0,75","24,15"
maize,ww,3,R3,R3_3,08/11,"43,00","32,2",1,"0,75","24,15"
maize,ww,3,R3,R3_3,11/11,"43,00","32,2",1,"0,75","24,15"
maize,ww,3,R3,R3_3,13/11,"43,00","32,2",1,"0,75","24,15"
maize,ww,3,R3,R3_3,15/11,"43,00","32,2",1,"0,75","24,15"
maize,ww,3,R3,R3_4,28/10,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_4,30/10,"0,00",0,0,0,"0,00"
maize,ww,3,R3,R3_4,01/11,"0,00",0,0,0,"0,00"
