species,condition,rhizotron,plant,leaf,date,height,lenght,width,coef,area
maize,ww,1,L1,L1_3,20/11,41,31,"1,5","0,75","34,88"
maize,ww,1,L1,L1_4,20/11,"63,1","47,7","2,6","0,75","93,02"
maize,ww,1,L1,L1_5,20/11,"86,7","64,6",4,"0,75","193,80"
maize,ww,1,L1,L1_6,20/11,"105,5",77,"4,3","0,765","253,29"
maize,ww,1,L1,L1_7,20/11,"106,3","73,9","6,1","0,765","344,85"
maize,ww,1,L1,L1_8,20/11,88,"47,6","6,7","0,765","243,97"
maize,ww,1,L1,L1_9,20/11,"67,9","26,2","4,9","0,765","98,21"
maize,ww,1,L1,L1_10,20/11,"48,8","8,1","1,6","0,765","9,91"
maize,ww,1,R1,R1_1,20/11,"8,9","5,6","1,4","0,75","5,88"
maize,ww,1,R1,R1_2,20/11,"21,8","14,5","1,1","0,75","11,96"
maize,ww,1,R1,R1_3,20/11,"42,5","30,8","1,5","0,75","34,65"
maize,ww,1,R1,R1_4,20/11,"62,2","46,4","2,4","0,75","83,52"
maize,ww,1,R1,R1_5,20/11,"84,6","65,3",4,"0,75","195,90"
maize,ww,1,R1,R1_6,20/11,"102,8","78,1","4,7","0,75","275,30"
maize,ww,1,R1,R1_7,20/11,109,"74,5","5,5","0,765","313,46"
maize,ww,1,R1,R1_8,20/11,"90,4","55,45","6,8","0,765","288,45"
maize,ww,1,R1,R1_9,20/11,"74,8","34,1","5,4","0,765","140,87"
maize,ww,1,R1,R1_10,20/11,"52,7",11,"4,1","0,765","34,50"
maize,ws,2,L2,L2_1,20/11,"7,5","4,3","1,4","0,75","4,52"
maize,ws,2,L2,L2_2,20/11,18,"11,5","1,2","0,75","10,35"
maize,ws,2,L2,L2_3,20/11,"34,5",25,"1,4","0,75","26,25"
maize,ws,2,L2,L2_4,20/11,"52,6","39,5",2,"0,75","59,25"
maize,ws,2,L2,L2_5,20/11,"69,1","52,3",3,"0,75","117,68"
maize,ws,2,L2,L2_6,20/11,"77,6",51,"3,6","0,765","140,45"
maize,ws,2,L2,L2_7,20/11,"60,1","30,4",4,"0,765","93,02"
maize,ws,2,L2,L2_8,20/11,"42,8","13,8","1,7","0,765","17,95"
maize,ws,2,R2,R2_1,20/11,"8,5","5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_2,20/11,"23,4",16,1,"0,75","12,00"
maize,ws,2,R2,R2_3,20/11,41,30,"1,5","0,75","33,75"
maize,ws,2,R2,R2_4,20/11,"59,1","30,6","1,9","0,75","43,61"
maize,ws,2,R2,R2_5,20/11,"82,3",64,"3,25","0,75","156,00"
maize,ws,2,R2,R2_6,20/11,"75,2","46,9","4,3","0,765","154,28"
maize,ws,2,R2,R2_7,20/11,"53,5","22,4","3,3","0,765","56,55"
maize,ws,2,R2,R2_8,20/11,0,0,0,0,"0,00"
maize,ww,3,L3,L3_1,20/11,"7,9",5,"1,2","0,75","4,50"
maize,ww,3,L3,L3_2,20/11,"20,7",13,1,"0,75","9,75"
maize,ww,3,L3,L3_3,20/11,"39,6","25,6","1,4","0,75","26,88"
maize,ww,3,L3,L3_4,20/11,"60,4","45,6","2,4","0,75","82,08"
maize,ww,3,L3,L3_5,20/11,"81,8","61,6","4,2","0,75","194,04"
maize,ww,3,L3,L3_6,20/11,103,"78,9","4,2","0,75","248,54"
maize,ww,3,L3,L3_7,20/11,"104,5","72,1","5,3","0,765","292,33"
maize,ww,3,L3,L3_8,20/11,85,"46,9","5,7","0,765","204,51"
maize,ww,3,L3,L3_9,20/11,"64,5","24,4","4,2","0,765","78,40"
maize,ww,3,L3,L3_10,20/11,0,0,0,0,"0,00"
maize,ww,3,R3,R3_1,20/11,9,5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_2,20/11,"24,1","15,5","1,1","0,75","12,79"
maize,ww,3,R3,R3_3,20/11,43,"32,2",1,"0,75","24,15"
maize,ww,3,R3,R3_4,20/11,"65,5","50,8","2,6","0,75","99,06"
maize,ww,3,R3,R3_5,20/11,"87,9","66,1","3,5","0,75","173,51"
maize,ww,3,R3,R3_6,20/11,"106,2","74,1","3,85","0,765","218,24"
maize,ww,3,R3,R3_7,20/11,"100,9","64,65","5,5","0,765","272,01"
maize,ww,3,R3,R3_8,20/11,"81,7","42,5","5,7","0,765","185,32"
maize,ww,3,R3,R3_9,20/11,"66,8","18,7","3,4","0,765","48,64"
maize,ws,4,L4,L4_1,20/11,10,"6,3","1,2","0,75","5,67"
maize,ws,4,L4,L4_2,20/11,"25,3","16,6","1,2","0,75","14,94"
maize,ws,4,L4,L4_3,20/11,"42,9","31,8","1,6","0,75","38,16"
maize,ws,4,L4,L4_4,20/11,"61,6","49,1","2,4","0,75","88,38"
maize,ws,4,L4,L4_5,20/11,"78,1","60,6","3,9","0,75","177,26"
maize,ws,4,L4,L4_6,20/11,"77,3","49,4","4,5","0,765","170,06"
maize,ws,4,L4,L4_7,20/11,"60,4","29,5","4,2","0,765","94,78"
maize,ws,4,L4,L4_8,20/11,46,"14,3","2,7","0,765","29,54"
maize,ws,4,L4,L4_9,20/11,0,0,0,0,"0,00"
maize,ws,4,R4,R4_1,20/11,"9,9","5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_2,20/11,"25,6","17,3","1,2","0,75","15,57"
maize,ws,4,R4,R4_3,20/11,"45,3","33,2","1,5","0,75","37,35"
maize,ws,4,R4,R4_4,20/11,"61,9","49,8","2,8","0,75","104,58"
maize,ws,4,R4,R4_5,20/11,"80,6",63,"3,9","0,75","184,28"
maize,ws,4,R4,R4_6,20/11,"81,8","48,4","4,4","0,765","162,91"
maize,ws,4,R4,R4_7,20/11,"66,5","30,4","3,85","0,765","89,54"
maize,ws,4,R4,R4_8,20/11,"46,2","10,5","1,7","0,765","13,66"
maize,ws,4,R4,R4_9,20/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_1,20/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_2,20/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_3,20/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_4,20/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_5,20/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_6,20/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_7,20/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_8,20/11,0,0,0,0,"0,00"
maize,ww,5,L5,L5_9,20/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_1,20/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_2,20/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_3,20/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_4,20/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_5,20/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_6,20/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_7,20/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_8,20/11,0,0,0,0,"0,00"
maize,ww,5,R5,R5_9,20/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_1,20/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_2,20/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_3,20/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_4,20/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_5,20/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_6,20/11,0,0,0,0,"0,00"
maize,ws,6,L6,L6_7,20/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_1,20/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_2,20/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_3,20/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_4,20/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_5,20/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_6,20/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_7,20/11,0,0,0,0,"0,00"
maize,ws,6,R6,R6_8,20/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_1,20/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_2,20/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_3,20/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_4,20/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_5,20/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_6,20/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_7,20/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_8,20/11,0,0,0,0,"0,00"
maize,ww,7,L7,L7_9,20/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_1,20/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_2,20/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_3,20/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_4,20/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_5,20/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_6,20/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_7,20/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_8,20/11,0,0,0,0,"0,00"
maize,ww,7,R7,R7_9,20/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_1,20/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_2,20/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_3,20/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_4,20/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_5,20/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_6,20/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_7,20/11,0,0,0,0,"0,00"
maize,ws,8,L8,L8_8,20/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_1,20/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_2,20/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_3,20/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_4,20/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_5,20/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_6,20/11,0,0,0,0,"0,00"
maize,ws,8,R8,R8_7,20/11,0,0,0,0,"0,00"
sorghum,ws,9,L9,L9_1,20/11,0,2,"0,5","0,75","0,75"
sorghum,ws,9,L9,L9_2,20/11,6,"5,6","0,5","0,75","2,10"
sorghum,ws,9,L9,L9_3,20/11,18,"15,8","0,6","0,75","7,11"
sorghum,ws,9,L9,L9_4,20/11,"22,9","20,8",1,"0,75","15,60"
sorghum,ws,9,L9,L9_5,20/11,"25,8",24,"1,5","0,75","27,00"
sorghum,ws,9,L9,L9_6,20/11,"31,4","27,4","1,5","0,75","30,83"
sorghum,ws,9,L9,L9_7,20/11,"39,4","33,5","1,5","0,765","38,44"
sorghum,ws,9,L9,L9_8,20/11,"35,7","25,4","1,6","0,765","31,09"
sorghum,ws,9,L9,L9_9,20/11,"20,1","3,9","0,4","0,765","1,19"
sorghum,ws,9,L9,L9_3_1,20/11,0,"9,4","0,5","0,765","3,60"
sorghum,ws,9,L9,L9_3_2,20/11,0,"3,9","0,4","0,765","1,19"
sorghum,ws,9,R9,R9_1,20/11,"1,3","2,6","0,6","0,75","1,17"
sorghum,ws,9,R9,R9_2,20/11,8,"6,2","0,45","0,75","2,09"
sorghum,ws,9,R9,R9_3,20/11,"17,5",15,"0,6","0,75","6,75"
sorghum,ws,9,R9,R9_4,20/11,"22,8","20,3","1,2","0,75","18,27"
sorghum,ws,9,R9,R9_5,20/11,"27,4","23,5","1,3","0,75","22,91"
sorghum,ws,9,R9,R9_6,20/11,"35,4","28,8","1,9","0,75","41,04"
sorghum,ws,9,R9,R9_7,20/11,"39,9","30,8","1,5","0,765","35,34"
sorghum,ws,9,R9,R9_8,20/11,"26,8","14,7","1,3","0,765","14,62"
sorghum,ws,9,R9,R9_9,20/11,0,0,0,0,"0,00"
sorghum,ww,10,R10,R10_1,20/11,0,"2,7","0,4","0,75","0,81"
sorghum,ww,10,R10,R10_2,20/11,"5,4","5,4","0,5","0,75","2,03"
sorghum,ww,10,R10,R10_3,20/11,"13,9",11,"0,5","0,75","4,13"
sorghum,ww,10,R10,R10_4,20/11,"20,2","17,8","0,7","0,75","9,35"
sorghum,ww,10,R10,R10_5,20/11,"25,9","22,4","1,05","0,75","17,64"
sorghum,ww,10,R10,R10_6,20/11,"37,2",30,"1,3","0,75","29,25"
sorghum,ww,10,R10,R10_7,20/11,"41,6","27,75","1,5","0,765","31,84"
sorghum,ww,10,R10,R10_8,20/11,"21,5","7,1","0,7","0,765","3,80"
sorghum,ws,11,L11,L11_1,20/11,"1,3","1,9","0,6","0,75","0,86"
sorghum,ws,11,L11,L11_2,20/11,"6,8","5,8","0,55","0,75","2,39"
sorghum,ws,11,L11,L11_3,20/11,17,13,"0,5","0,75","4,88"
sorghum,ws,11,L11,L11_4,20/11,"23,4",20,"1,2","0,75","18,00"
sorghum,ws,11,L11,L11_5,20/11,"29,1","23,1","1,65","0,75","28,59"
sorghum,ws,11,L11,L11_6,20/11,"34,1",29,"1,7","0,75","36,98"
sorghum,ws,11,L11,L11_7,20/11,"40,8","34,1","1,3","0,765","33,91"
sorghum,ws,11,L11,L11_8,20/11,"36,2","23,1","1,95","0,765","34,46"
sorghum,ws,11,L11,L11_9,20/11,"18,1",4,"0,5","0,765","1,53"
sorghum,ww,12,L12,L12_1,20/11,"2,3","2,3","0,6","0,75","1,04"
sorghum,ww,12,L12,L12_2,20/11,"9,1","17,4","0,5","0,75","6,53"
sorghum,ww,12,L12,L12_3,20/11,"17,2",14,"0,6","0,75","6,30"
sorghum,ww,12,L12,L12_4,20/11,"21,2",18,"0,7","0,75","9,45"
sorghum,ww,12,L12,L12_5,20/11,"28,4","23,5","1,35","0,75","23,79"
sorghum,ww,12,L12,L12_6,20/11,"35,95","29,5","1,55","0,75","34,29"
sorghum,ww,12,L12,L12_7,20/11,"47,7",37,"1,7","0,765","48,12"
sorghum,ww,12,L12,L12_8,20/11,"37,5","24,1","2,2","0,765","40,56"
sorghum,ww,12,L12,L12_9,20/11,"18,1",0,0,"0,765","0,00"
sorghum,ws,13,L13,L13_1,20/11,"1,7",2,"0,5","0,75","0,75"
sorghum,ws,13,L13,L13_2,20/11,"7,9","6,3","0,5","0,75","2,36"
sorghum,ws,13,L13,L13_3,20/11,"16,5",14,"0,6","0,75","6,30"
sorghum,ws,13,L13,L13_4,20/11,"20,2","17,1","0,8","0,75","10,26"
sorghum,ws,13,L13,L13_5,20/11,"23,6","19,4","1,4","0,75","20,37"
sorghum,ws,13,L13,L13_6,20/11,27,"22,9","1,4","0,75","24,05"
sorghum,ws,13,L13,L13_7,20/11,"31,7","24,2","1,3","0,765","24,07"
sorghum,ws,13,L13,L13_8,20/11,"23,8","13,8","1,4","0,765","14,78"
sorghum,ws,13,L13,L13_9,20/11,0,0,0,0,"0,00"
sorghum,ws,13,R13,R13_1,20/11,"2,8","2,4","0,5","0,75","0,90"
sorghum,ws,13,R13,R13_2,20/11,"6,9","5,6","0,45","0,75","1,89"
sorghum,ws,13,R13,R13_3,20/11,"13,5","10,5","0,5","0,75","3,94"
sorghum,ws,13,R13,R13_4,20/11,"17,6","15,7","0,8","0,75","9,42"
sorghum,ws,13,R13,R13_5,20/11,"21,8","18,2","1,15","0,75","15,70"
sorghum,ws,13,R13,R13_6,20/11,"28,1","23,1","1,2","0,75","20,79"
sorghum,ws,13,R13,R13_7,20/11,"30,1","22,5","1,1","0,765","18,93"
sorghum,ws,13,R13,R13_8,20/11,"19,1","8,2","2,2","0,765","13,80"
sorghum,ws,13,R13,R13_9,20/11,0,0,0,0,"0,00"
sorghum,ww,14,L14,L14_1,20/11,"2,5","2,6","0,5","0,75","0,98"
sorghum,ww,14,L14,L14_2,20/11,"11,9","7,5","0,55","0,75","3,09"
sorghum,ww,14,L14,L14_3,20/11,"17,1","13,2","0,6","0,75","5,94"
sorghum,ww,14,L14,L14_4,20/11,"22,5","19,1",1,"0,75","14,33"
sorghum,ww,14,L14,L14_5,20/11,"28,5","24,1","1,6","0,75","28,92"
sorghum,ww,14,L14,L14_6,20/11,"34,7",29,"1,7","0,75","36,98"
sorghum,ww,14,L14,L14_7,20/11,44,"35,5","1,65","0,75","43,93"
sorghum,ww,14,L14,L14_8,20/11,"43,5","30,2","2,2","0,765","50,83"
sorghum,ww,14,L14,L14_9,20/11,"29,1","14,8","1,4","0,765","15,85"
sorghum,ww,14,L14,L14_2_1,20/11,0,"5,2","0,5","0,75","1,95"
sorghum,ww,14,L14,L14_2_2,20/11,0,"6,9","0,55","0,765","2,90"
sorghum,ww,14,L14,L14_2_3,20/11,0,0,0,0,"0,00"
sorghum,ww,14,L14,L14_3_1,20/11,0,"7,2","0,75","0,75","4,05"
sorghum,ww,14,L14,L14_3_2,20/11,0,"15,5","0,7","0,75","8,14"
sorghum,ww,14,L14,L14_3_3,20/11,0,"14,1",1,"0,765","10,79"
sorghum,ww,14,L14,L14_3_4,20/11,0,0,0,0,"0,00"
sorghum,ww,14,L14,L14_4_1,20/11,0,"5,5","0,6","0,75","2,48"
sorghum,ww,14,L14,L14_4_2,20/11,0,"7,9","0,8","0,765","4,83"
sorghum,ww,14,L14,L14_4_3,20/11,0,0,0,0,"0,00"
sorghum,ww,14,R14,R14_1,20/11,1,"1,8","0,5","0,75","0,68"
sorghum,ww,14,R14,R14_2,20/11,"6,3",5,"0,3","0,75","1,13"
sorghum,ww,14,R14,R14_3,20/11,"15,5",13,"0,4","0,75","3,90"
sorghum,ww,14,R14,R14_4,20/11,"19,6","17,5","0,8","0,75","10,50"
sorghum,ww,14,R14,R14_5,20/11,23,20,"1,35","0,75","20,25"
sorghum,ww,14,R14,R14_6,20/11,"29,3","24,2","1,9","0,75","34,49"
sorghum,ww,14,R14,R14_7,20/11,"38,9","31,2","1,7","0,765","40,58"
sorghum,ww,14,R14,R14_8,20/11,"37,1","24,8","1,4","0,765","26,56"
sorghum,ww,14,R14,R14_9,20/11,"22,6","9,5","1,1","0,765","7,99"
sorghum,ws,15,L15,L15_1,20/11,0,"1,5","0,5","0,75","0,56"
sorghum,ws,15,L15,L15_2,20/11,"3,9",4,"0,4","0,75","1,20"
sorghum,ws,15,L15,L15_3,20/11,"12,4","10,3","0,4","0,75","3,09"
sorghum,ws,15,L15,L15_4,20/11,"15,8","14,9","0,6","0,75","6,71"
sorghum,ws,15,L15,L15_5,20/11,"19,4","17,1",1,"0,75","12,83"
sorghum,ws,15,L15,L15_6,20/11,"25,1","21,1","1,2","0,75","18,99"
sorghum,ws,15,L15,L15_7,20/11,"29,9",24,"1,2","0,765","22,03"
sorghum,ws,15,L15,L15_8,20/11,"21,4","12,8","1,4","0,765","13,71"
sorghum,ws,15,L15,L15_9,20/11,0,0,0,0,"0,00"
sorghum,ws,15,R15,R15_1,20/11,"1,3","2,1","0,6","0,75","0,95"
sorghum,ws,15,R15,R15_2,20/11,"8,1","6,7","0,5","0,75","2,51"
sorghum,ws,15,R15,R15_3,20/11,"17,5","15,2","0,7","0,75","7,98"
sorghum,ws,15,R15,R15_4,20/11,"21,8","19,5","0,9","0,75","13,16"
sorghum,ws,15,R15,R15_5,20/11,"26,9",23,"1,9","0,75","32,78"
sorghum,ws,15,R15,R15_6,20/11,"31,4","27,1","1,6","0,75","32,52"
sorghum,ws,15,R15,R15_7,20/11,"36,8","31,6","1,65","0,75","39,11"
sorghum,ws,15,R15,R15_8,20/11,"32,4","22,5","1,7","0,765","29,26"
sorghum,ws,15,R15,R15_9,20/11,"20,4","9,6","1,05","0,765","7,71"
sorghum,ws,15,R15,R15_2_1,20/11,0,"6,6","0,5","0,75","2,48"
sorghum,ws,15,R15,R15_2_2,20/11,0,"7,2","0,6","0,765","3,30"
sorghum,ws,15,R15,R15_2_3,20/11,0,0,0,0,"0,00"
sorghum,ws,15,R15,R15_3_1,20/11,0,"6,55","0,55","0,75","2,70"
sorghum,ws,15,R15,R15_3_2,20/11,0,13,"0,7","0,75","6,83"
sorghum,ws,15,R15,R15_3_3,20/11,0,"13,5","0,9","0,765","9,29"
sorghum,ws,15,R15,R15_3_4,20/11,0,"4,5","0,5","0,765","1,72"
sorghum,ws,15,R15,R15_4_1,20/11,0,5,"0,6","0,765","2,30"
sorghum,ws,15,R15,R15_4_2,20/11,0,0,0,0,"0,00"
sorghum,ws,15,R15,R15_4_3,20/11,0,0,0,0,"0,00"
sorghum,ww,16,R16,R16_1,20/11,0,"1,8","0,5","0,75","0,68"
sorghum,ww,16,R16,R16_2,20/11,"3,8","4,2","0,4","0,75","1,26"
sorghum,ww,16,R16,R16_3,20/11,"8,5","7,6","0,5","0,75","2,85"
sorghum,ww,16,R16,R16_4,20/11,"13,2","11,4","0,6","0,75","5,13"
sorghum,ww,16,R16,R16_5,20/11,"18,9","16,6","0,95","0,75","11,83"
sorghum,ww,16,R16,R16_6,20/11,"27,6",22,"1,2","0,75","19,80"
sorghum,ww,16,R16,R16_7,20/11,"39,8","29,5","1,5","0,75","33,19"
sorghum,ww,16,R16,R16_8,20/11,"38,2","26,4","1,8","0,765","36,35"
sorghum,ww,16,R16,R16_9,20/11,"26,9","11,5","1,3","0,765","11,44"
sorghum,ww,16,R16,R16_10,20/11,0,0,0,0,"0,00"
sorghum,ww,16,R16,R16_3_1,20/11,0,6,"0,4","0,75","1,80"
sorghum,ww,16,R16,R16_3_2,20/11,0,"7,1","0,6","0,75","3,20"
sorghum,ww,16,R16,R16_3_3,20/11,0,0,0,0,"0,00"
sorghum,ww,16,R16,R16_3_4,20/11,0,0,0,0,"0,00"
sorghum,ww,16,R16,R16_4_1,20/11,0,"10,6","0,65","0,75","5,17"
sorghum,ww,16,R16,R16_4_2,20/11,0,"5,1","0,65","0,765","2,54"
sorghum,ww,16,R16,R16_4_3,20/11,0,"2,2","0,5","0,765","0,84"
maize,ww,1,L1,L1_1,22/11,9,6,"1,2","0,75","5,40"
maize,ww,1,L1,L1_2,22/11,"22,9","15,5",1,"0,75","11,63"
maize,ww,1,L1,L1_3,22/11,41,31,"1,5","0,75","34,88"
maize,ww,1,L1,L1_4,22/11,"63,1","47,7","2,6","0,75","93,02"
maize,ww,1,L1,L1_5,22/11,"86,7","64,6",4,"0,75","193,80"
maize,ww,1,L1,L1_6,22/11,"108,5","78,4","4,5","0,75","264,60"
maize,ww,1,L1,L1_7,22/11,116,82,6,"0,765","376,38"
maize,ww,1,L1,L1_8,22/11,"103,4","66,8","7,5","0,765","383,27"
maize,ww,1,L1,L1_9,22/11,"84,8",43,"6,4","0,765","210,53"
maize,ww,1,L1,L1_10,22/11,66,20,"3,9","0,765","59,67"
maize,ww,1,R1,R1_1,22/11,"8,9","5,6","1,4","0,75","5,88"
maize,ww,1,R1,R1_2,22/11,"21,8","14,5","1,1","0,75","11,96"
maize,ww,1,R1,R1_3,22/11,"42,5","30,8","1,5","0,75","34,65"
maize,ww,1,R1,R1_4,22/11,"62,2","46,4","2,4","0,75","83,52"
maize,ww,1,R1,R1_5,22/11,"84,6","65,3",4,"0,75","195,90"
maize,ww,1,R1,R1_6,22/11,"102,8","78,1","4,7","0,75","275,30"
maize,ww,1,R1,R1_7,22/11,"115,2",83,"5,5","0,765","349,22"
maize,ww,1,R1,R1_8,22/11,"105,4","66,5","6,7","0,765","340,85"
maize,ww,1,R1,R1_9,22/11,"89,5","50,5","6,5","0,765","251,11"
maize,ww,1,R1,R1_10,22/11,68,"24,8","4,7","0,765","89,17"
maize,ws,2,L2,L2_1,22/11,"7,5","4,3","1,4","0,75","4,52"
maize,ws,2,L2,L2_2,22/11,18,"11,5","1,2","0,75","10,35"
maize,ws,2,L2,L2_3,22/11,"34,5",25,"1,4","0,75","26,25"
maize,ws,2,L2,L2_4,22/11,"52,6","39,5",2,"0,75","59,25"
maize,ws,2,L2,L2_5,22/11,"69,1","52,3",3,"0,75","117,68"
maize,ws,2,L2,L2_6,22/11,83,"59,2","2,9","0,765","131,34"
maize,ws,2,L2,L2_7,22/11,70,"40,8","4,6","0,765","143,58"
maize,ws,2,L2,L2_8,22/11,"53,1","22,3","3,8","0,765","64,83"
maize,ws,2,R2,R2_1,22/11,"8,5","5,5",1,"0,75","4,13"
maize,ws,2,R2,R2_2,22/11,"23,4",16,1,"0,75","12,00"
maize,ws,2,R2,R2_3,22/11,41,30,"1,5","0,75","33,75"
maize,ws,2,R2,R2_4,22/11,"59,1","30,6","1,9","0,75","43,61"
maize,ws,2,R2,R2_5,22/11,"82,3",64,"3,25","0,75","156,00"
maize,ws,2,R2,R2_6,22/11,"84,1","54,6","4,1","0,765","171,25"
maize,ws,2,R2,R2_7,22/11,"63,6","32,5","4,4","0,765","109,40"
maize,ws,2,R2,R2_8,22/11,"43,5","12,2",2,"0,765","18,67"
maize,ww,3,L3,L3_1,22/11,"7,9",5,"1,2","0,75","4,50"
maize,ww,3,L3,L3_2,22/11,"20,7",13,1,"0,75","9,75"
maize,ww,3,L3,L3_3,22/11,"39,6","25,6","1,4","0,75","26,88"
maize,ww,3,L3,L3_4,22/11,"60,4","45,6","2,4","0,75","82,08"
maize,ww,3,L3,L3_5,22/11,"81,8","61,6","4,2","0,75","194,04"
maize,ww,3,L3,L3_6,22/11,103,"78,9","4,2","0,75","248,54"
maize,ww,3,L3,L3_7,22/11,"113,5","81,5","4,5","0,765","280,56"
maize,ww,3,L3,L3_8,22/11,"100,1","67,8","6,5","0,765","337,14"
maize,ww,3,L3,L3_9,22/11,"80,2","38,6","6,4","0,765","188,99"
maize,ww,3,L3,L3_10,22/11,"59,4",17,"2,8","0,765","36,41"
maize,ww,3,R3,R3_1,22/11,9,5,"1,2","0,75","4,50"
maize,ww,3,R3,R3_2,22/11,"24,1","15,5","1,1","0,75","12,79"
maize,ww,3,R3,R3_3,22/11,43,"32,2",1,"0,75","24,15"
maize,ww,3,R3,R3_4,22/11,"65,5","50,8","2,6","0,75","99,06"
maize,ww,3,R3,R3_5,22/11,"87,9","66,1","3,5","0,75","173,51"
maize,ww,3,R3,R3_6,22/11,"109,5","81,4","3,3","0,75","201,47"
maize,ww,3,R3,R3_7,22/11,113,"75,5","5,1","0,765","294,56"
maize,ww,3,R3,R3_8,22/11,77,"55,6","6,1","0,765","259,46"
maize,ww,3,R3,R3_9,22/11,53,"30,5","4,9","0,765","114,33"
maize,ws,4,L4,L4_1,22/11,10,"6,3","1,2","0,75","5,67"
maize,ws,4,L4,L4_2,22/11,"25,3","16,6","1,2","0,75","14,94"
maize,ws,4,L4,L4_3,22/11,"42,9","31,8","1,6","0,75","38,16"
maize,ws,4,L4,L4_4,22/11,"61,6","49,1","2,4","0,75","88,38"
maize,ws,4,L4,L4_5,22/11,"78,1","60,6","3,9","0,75","177,26"
maize,ws,4,L4,L4_6,22/11,"82,6",50,"4,5","0,765","172,13"
maize,ws,4,L4,L4_7,22/11,"68,9","41,8","4,6","0,765","147,09"
maize,ws,4,L4,L4_8,22/11,"54,5","23,2",4,"0,765","70,99"
maize,ws,4,L4,L4_9,22/11,"38,8",0,0,0,"0,00"
maize,ws,4,R4,R4_1,22/11,"9,9","5,9","1,3","0,75","5,75"
maize,ws,4,R4,R4_2,22/11,"25,6","17,3","1,2","0,75","15,57"
maize,ws,4,R4,R4_3,22/11,"45,3","33,2","1,5","0,75","37,35"
maize,ws,4,R4,R4_4,22/11,"61,9","49,8","2,8","0,75","104,58"
maize,ws,4,R4,R4_5,22/11,"80,6",63,"3,9","0,75","184,28"
maize,ws,4,R4,R4_6,22/11,"86,5","50,3","4,5","0,765","173,16"
maize,ws,4,R4,R4_7,22/11,"76,1","47,5","4,4","0,765","159,89"
